compid;dhid;midx;midy;midz;topx;topy;topz;botx;boty;botz;sample;from;to;length;tcu_sond;ascu_sond;cnscu_sond;rescu_sond;rs_sond;ri_sond;lito;alte;mine;ZMIN_BT;ugm_acido;ugm_extrac_cu;fase_cb23_v07;year_cb2023_v07;tcu_cab;ascu_cab;cnscu_cab;rescu_cab;rs_cab;ri_cab;cusfe%_cab;S%_cab;fes%cab;als%cab;mns%cab;mgs%cab;cas%cab;fet%_cab;ext_cu_anal_bt;ext_cu_calc_bt;ext_cu_cabrip_bt;ext_cu_cabsol_bt;ext_cu_ripsol_bt;can_bt;cab_bt;conc_cu_g/l;conc_fe_g/l;conc_Mn_mg/l;conc_Mn_g/l;conc_Mg_mg/l;conc_Mg_g/l;conc_Al_mg/l;conc_Al_g/l;conc_Ca_mg/l;conc_Ca_g/l;conc_Cl_mg/l;conc_Cl_g/l;conc_SO4_g/l;Eh mV;conc_fe+2_g/l;conc_fe+3_g/l;tcu_rip;ascu_rip;cnscu_rip;rescu_rip;rs_rip;ri_rip;cusfe%_rip;S%_rip;fes%rip;als%rip;mns%rip;mgs%rip;cas%rip;fet%_rip
CR;ZR-2274;92220.099;21479.936;2941.628;92220.688;21480.495;2945.545;92219.508;21479.374;2937.712;GMCOMP02-873;14;22;8;0.401;0.253;0.014;0.134;0.666;0.334;AND;CLO;CUO;CUO;4;3;9;2026;0.448;0.251;0.029;0.145;0.625;0.324;;0.11;0.118;0.114;0.081;0.065;;4.33;;;64.4;64.5;64.4;21.69;26.143;2.5094;3.1;569.3;0.5693;442.4;0.4424;493;0.493;681.1;0.6811;53132;53.13;19.983;737;0.48;2.594;0.163;0.065;0.016;0.096;0.5;0.59;;0.16;0.171;0.117;0.018;0.056;;4.56
CR;ZR-2025;94098.702;22562.877;3162.997;94098.417;22563.123;3165.973;94098.987;22562.632;3160.021;GMCOMP02-874;154;160;6;0.49;0.05;0.383;;0.884;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.522;0.132;0.313;0.038;0.852;0.073;;1.4;0.134;0.043;0.003;0.004;;1.28;;;77.7;74.1;76.9;6.463;12.423;2.8228;3.1;17.6;0.0176;139.1;0.1391;194;0.194;309;0.309;52711;52.71;20.189;722;0.89;2.194;0.117;0.046;0.033;0.027;0.68;0.23;;1.43;0.05;0.034;0.0005;0.004;;1.21
CR;ZR-2091;93834.061;22579.605;3218.951;93834.976;22580.456;3221.679;93833.146;22578.754;3216.224;GMCOMP02-875;198;204;6;0.986;0.282;0.622;;0.917;;LPF;QSE;SSE;SSE;3;1;-99;-99;1.055;0.237;0.698;0.058;0.886;0.055;;0.75;0.083;0.054;0.001;0.007;;3.41;;;90.4;85.1;89.9;11.035;24.867;4.9243;3.6;10.5;0.0105;136.1;0.1361;167;0.167;775.9;0.7759;54852;54.85;20.95;721;0.94;2.619;0.107;0.024;0.03;0.044;0.5;0.41;;0.69;0.09;0.053;0.0005;0.007;;3.25
CR;ZR-2118;94124.817;22675.783;3209.494;94125.308;22675.324;3212.417;94124.326;22676.243;3206.57;GMCOMP02-876;100;106;6;0.407;0.071;0.315;;0.948;;PRG;QSE;SSE;SSE;2;2;-99;-99;0.406;0.053;0.301;0.005;0.872;0.012;;1.57;0.15;0.058;0.001;0.004;;1.48;;;91.4;95.4;91.8;9.834;15.797;2.998;3.1;10.1;0.0101;128.7;0.1287;357;0.357;302.4;0.3024;52985;52.98;20.024;722;0.84;2.218;0.035;0.009;0.015;0.006;0.69;0.17;;1.61;0.084;0.041;0.001;0.007;;1.38
CR;ZR-2118;94116.288;22684.649;3156.914;94116.776;22684.141;3159.831;94115.801;22685.158;3153.998;GMCOMP02-877;154;160;6;0.47;0.074;0.362;;0.928;;PRG;QSE;SSE;SSE;2;2;-99;-99;0.474;0.1;0.296;0.032;0.835;0.068;;3.64;0.254;0.043;0.002;0.003;;3.24;;;82.2;83.2;82.3;8.457;14.532;2.9796;3;9.9;0.0099;124.3;0.1243;140;0.14;320.7;0.3207;52964;52.96;20.58;725;0.86;2.137;0.085;0.013;0.03;0.03;0.51;0.35;;3.6;0.079;0.032;0.0005;0.005;;3.13
CR;ZR-2139;94215.764;22789.414;3203.839;94215.261;22790.203;3206.689;94216.267;22788.625;3200.989;GMCOMP02-878;152;158;6;0.672;0.124;0.504;;0.935;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.841;0.106;0.579;0.038;0.815;0.045;;3;0.131;0.045;0.002;0.003;;2.41;;;87.5;92.3;88;3.886;15.836;4.2519;3;11.6;0.0116;125.6;0.1256;123;0.123;329.3;0.3293;53279;53.28;20.518;719;0.92;2.07;0.106;0.029;0.031;0.031;0.57;0.29;;3.02;0.065;0.037;0.0005;0.007;;2.19
CR;ZR-2232;93578.872;22551.958;3238.136;93580.963;22553.529;3241.163;93576.783;22550.392;3235.105;GMCOMP02-879;124;132;8;0.604;0.131;0.402;;0.882;;AND;QSE;SSE;SSE;3;1;-99;-99;0.611;0.171;0.392;0.025;0.921;0.041;;0.85;0.087;0.107;0.003;0.063;;3.35;;;76.6;76.8;76.6;18.79;26.016;3.5038;3.1;23.9;0.0239;529.8;0.5298;509;0.509;765.9;0.7659;52570;52.57;19.551;712;1.05;2.05;0.139;0.086;0.015;0.019;0.73;0.14;;0.85;0.167;0.191;0.003;0.055;;3.27
CR;ZR-2232;93566.428;22542.642;3219.851;93568.487;22544.181;3222.916;93564.373;22541.107;3216.782;GMCOMP02-880;148;156;8;1.274;0.225;0.987;;0.951;;AND;QSE;SSE;CUO;3;1;-99;-99;1.327;0.474;0.778;0.011;0.943;0.008;;1.89;0.059;0.149;0.001;0.012;;1.56;;;80.8;83.4;81.3;5.605;22.65;5.3491;2.9;9.9;0.0099;153.5;0.1535;307;0.307;297.1;0.2971;50942;50.94;20.333;714;0.97;1.894;0.247;0.202;0.018;0.009;0.89;0.04;;1.87;0.098;0.097;0.001;0.007;;1.62
CR;ZR-2288;93842.207;22431.532;3172.584;93842.349;22431.51;3175.58;93842.066;22431.554;3169.587;GMCOMP02-881;40;46;6;0.499;0.092;0.365;0.039;0.916;0.078;PRG;QSE;SSE;SSE;2;2;-99;-99;0.512;0.099;0.362;0.029;0.9;0.057;;0.52;0.155;0.076;0.011;0.034;;2.14;;;76.8;70.8;75.3;17.346;22.928;2.8725;3.3;91.2;0.0912;373.8;0.3738;420;0.42;457.4;0.4574;51756;51.76;19.139;720;0.87;2.397;0.117;0.084;0.009;0.022;0.79;0.19;;0.65;0.138;0.08;0.009;0.025;;1.92
CR;ZR-2288;93841.129;22431.638;3151.612;93841.339;22431.622;3155.606;93840.918;22431.651;3147.617;GMCOMP02-882;60;68;8;0.517;0.118;0.379;0.015;0.961;0.029;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.519;0.152;0.319;0.014;0.908;0.027;;1;0.084;0.06;0.003;0.014;;1.22;;;80.9;80.3;80.8;11.273;17.694;3.2065;3.1;18.8;0.0188;173.4;0.1734;348;0.348;354.3;0.3543;50970;50.97;20.251;722;0.84;2.241;0.097;0.078;0.009;0.02;0.9;0.21;;1.09;0.104;0.09;0.001;0.008;;1.09
CR;ZR-2288;93840.268;22431.677;3135.635;93840.492;22431.673;3139.629;93840.045;22431.682;3131.641;GMCOMP02-883;76;84;8;0.81;0.132;0.627;0.016;0.937;0.02;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.82;0.102;0.634;0.013;0.898;0.016;;1.28;0.128;0.06;0.003;0.016;;1.42;;;89.5;89.5;89.5;9.064;20.372;4.0835;3.1;17.7;0.0177;170;0.17;265;0.265;357.6;0.3576;51602;51.6;20.004;720;0.88;2.218;0.086;0.058;0.011;0.012;0.8;0.14;;1.33;0.077;0.072;0.0005;0.007;;1.21
CR;ZR-2295;94173.685;22403.714;3153.796;94173.714;22403.761;3157.796;94173.658;22403.665;3149.797;GMCOMP02-884;42;50;8;0.587;0.083;0.463;0.049;0.93;0.083;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.784;0.079;0.603;0.066;0.87;0.084;;1.87;0.269;0.062;0.003;0.003;;1.78;;;69;71.6;69.8;7.553;16.192;3.4184;3;12.4;0.0124;120;0.12;164;0.164;273.9;0.2739;52255;52.25;20.559;720;0.85;2.145;0.245;0.054;0.113;0.053;0.68;0.22;;1.88;0.099;0.042;0.001;0.004;;1.54
CR;ZR-2026;94068.489;22600.673;3207.152;94069.019;22600.163;3210.06;94067.959;22601.183;3204.243;GMCOMP02-885;112;118;6;1.163;0.14;0.883;;0.88;;ZPY;QSE;SSE;SSE;2;2;-99;-99;1.137;0.244;0.701;0.114;0.831;0.1;;6.84;0.225;0.059;0.003;0.003;;6.45;;;74.9;82;76.6;4.045;18.399;4.5375;3.2;14.1;0.0141;120.3;0.1203;95;0.095;269.6;0.2696;52058;52.06;20.436;722;0.89;2.281;0.288;0.107;0.087;0.057;0.67;0.2;;6.96;0.14;0.04;0.0005;0.002;;6.01
CR;ZR-2033;94057.064;22683.177;3158.489;94057.458;22682.843;3162.455;94056.67;22683.512;3154.522;GMCOMP02-886;170;178;8;0.427;0.043;0.372;;0.972;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.461;0.097;0.324;0.01;0.913;0.022;;2.04;0.222;0.058;0.002;0.006;;1.97;;;86.9;80.1;85.9;8.901;14.59;2.7799;3.2;12;0.012;128.9;0.1289;185;0.185;277.4;0.2774;52100;52.1;20.024;725;0.8;2.355;0.061;0.012;0.031;0.009;0.7;0.15;;1.98;0.103;0.038;0.001;0.006;;1.56
CR;ZR-2297;94056.863;22288.783;3182.878;94056.778;22288.826;3185.876;94056.948;22288.741;3179.879;GMCOMP02-887;20;26;6;1.036;0.148;0.845;0.027;0.958;0.026;ZPY;QSE;SSE;SSE;2;2;-99;-99;1.02;0.1881;0.77;0.0598;0.939;0.059;;3.34;0.028;0.035;0.0005;0.014;;1.86;;;82.9;84.5;83.1;6.67;19.95;4.67;3.1;9.5;0.0095;172.4;0.1724;165;0.165;314.1;0.3141;50479;50.48;19.942;725;1;2.07;0.18;0.141;0.01;0.023;0.84;0.13;;3.23;0.085;0.034;0.0005;0.007;;1.87
CR;ZR-2297;94058.021;22288.002;3145.904;94057.895;22288.104;3149.901;94058.148;22287.9;3141.908;GMCOMP02-888;56;64;8;0.576;0.016;0.161;0.379;0.307;0.658;ZPY;QSE;MSP;PRI;2;4;-99;-99;0.63;0.0313;0.13;0.4542;0.256;0.721;;5.16;0.03;0.054;0.001;0.02;;3.73;;;26.1;21.5;22.5;6.73;8.81;2.06;3.4;9.4;0.0094;160.3;0.1603;178;0.178;273.5;0.2735;47650;47.65;18.995;726;0.962854;2.393146;0.47;0.1314;0.04;0.2884;0.36;0.61;;5.06;0.074;0.023;0.0005;0.005;;3.2
CR;ZR-2306;94115.855;22486.772;3166.107;94115.841;22486.7;3170.106;94115.88;22486.837;3162.108;GMCOMP02-889;30;38;8;0.57;0.065;0.461;0.032;0.923;0.056;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.56;0.0638;0.4;0.0597;0.828;0.107;;1.99;0.028;0.038;0.0005;0.01;;1.47;;;50.1;52.7;51.4;8.98;13.53;2.7;3;10.7;0.0107;151.4;0.1514;285;0.285;277;0.277;47741;47.74;20.189;726;0.86009;2.08991;0.28;0.1241;0.13;0.0202;0.91;0.07;;1.94;0.046;0.033;0.0005;0.005;;1.32
CR;ZR-2304;94001.388;22511.592;3127.574;94001.637;22511.884;3131.556;94001.145;22511.295;3123.593;GMCOMP02-890;70;78;8;0.887;0.191;0.617;0.055;0.911;0.062;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.91;0.1667;0.63;0.0822;0.875;0.09;;1.84;0.043;0.043;0.008;0.008;;2.57;;;89.2;93.4;89.7;11.42;24.51;4.36;3.6;54.2;0.0542;138.6;0.1386;224;0.224;575.4;0.5754;47376;47.38;20.415;725;1.0053;2.5587;0.1;0.0188;0.04;0.0361;0.59;0.36;;1.75;0.078;0.056;0.002;0.005;;2.33
CR;ZR-2307;94169.193;22578.325;3184.401;94169.19;22578.292;3187.4;94169.195;22578.358;3181.401;GMCOMP02-891;12;18;6;0.47;0.059;0.358;0.024;0.887;0.051;ZPY;QSE;MSP;SSE;2;4;-99;-99;0.46;0.0589;0.34;0.0443;0.867;0.096;;1.48;0.031;0.034;0.0005;0.005;;1.19;;;76.1;80.5;77.1;9.02;14.73;2.93;3;10;0.01;135.8;0.1358;266;0.266;278.4;0.2784;47200;47.2;19.736;728;0.951684;2.036316;0.11;0.0775;0.01;0.0182;0.8;0.17;;1.47;0.099;0.044;0.001;0.006;;1.19
CR;ZR-2307;94169.276;22578.565;3165.402;94169.249;22578.514;3169.402;94169.304;22578.603;3161.403;GMCOMP02-892;30;38;8;0.535;0.081;0.416;0.021;0.929;0.039;ZPY;QSE;MSP;SSE;2;4;-99;-99;0.56;0.0771;0.42;0.0515;0.888;0.092;;1.59;0.05;0.049;0.001;0.008;;1.24;;;78.8;83.2;79.7;7.6;14.78;3.21;3;9.5;0.0095;136.8;0.1368;172;0.172;273.7;0.2737;45235;45.23;19.592;726;0.877962;2.075038;0.12;0.0176;0.07;0.0273;0.73;0.23;;1.58;0.068;0.045;0.001;0.007;;1.25
CR;ZR-2277;93553.149;22426.983;3161.245;93554.194;22427.974;3163.877;93552.103;22425.993;3158.613;GMCOMP02-893;76;82;6;0.492;0.05;0.331;0.119;0.774;0.242;AND;CLO;MSP;SSE;1;4;-99;-99;0.52;0.0521;0.31;0.1418;0.696;0.273;;2.97;0.166;0.095;0.004;0.045;;3.69;;;56.7;62.1;58.9;18.77;23.74;2.7;3.6;38.7;0.0387;412.7;0.4127;379;0.379;956.5;0.9565;41697;41.7;20.168;725;1.018704;2.608296;0.23;0.039;0.09;0.0902;0.56;0.39;;2.88;0.093;0.109;0.003;0.023;;3.57
CR;ZR-2223;93342.074;22662.046;3208.65;93343.156;22663.039;3211.266;93340.991;22661.053;3206.034;GMCOMP02-894;140;146;6;0.325;0.065;0.245;0.006;0.954;0.018;AND;QSE;SSE;SSE;3;1;-99;-99;0.33;0.0813;0.23;0.0208;0.943;0.063;;2.04;0.126;0.15;0.001;0.005;;1.81;;;83.2;90.2;84.3;9.3;13.89;2.73;3.1;8.8;0.0088;119.8;0.1198;688;0.688;265.8;0.2658;38538;38.54;18.748;725;0.833282;2.250718;0.056;0.0426;0.001;0.0068;0.78;0.12;;1.96;0.12;0.142;0.001;0.008;;1.74
CR;ZR-2223;93332.503;22653.606;3185.998;93333.622;22654.557;3188.613;93331.384;22652.654;3183.382;GMCOMP02-895;166;172;6;0.499;0.079;0.391;0.012;0.942;0.024;AND;QSE;SSE;SSE;3;1;-99;-99;0.51;0.0847;0.36;0.0321;0.872;0.063;;1.68;0.157;0.123;0.001;0.006;;1.55;;;87.5;89;87.7;4.84;12.23;3.1;3;9.1;0.0091;125.7;0.1257;487;0.487;275.1;0.2751;42884;42.88;19.057;725;0.898068;2.073932;0.064;0.0428;0.001;0.0148;0.68;0.23;;1.72;0.037;0.036;0.0005;0.003;;1.54
CR;ZR-2222;93291.144;22685.57;3220.531;93292.444;22686.515;3224.194;93289.832;22684.64;3216.868;GMCOMP02-896;122;130;8;0.384;0.056;0.302;0.01;0.932;0.026;AND;QSE;SSE;SSE;3;1;-99;-99;0.39;0.0837;0.26;0.0312;0.881;0.08;;1.72;0.133;0.131;0.001;0.005;;1.56;;;85.7;91.7;86.5;7.09;12.77;2.83;3;8.6;0.0086;121.3;0.1213;628;0.628;255.8;0.2558;44806;44.81;19.716;724;0.924876;2.059124;0.056;0.0414;0.001;0.0088;0.76;0.16;;1.73;0.027;0.073;0.0005;0.006;;1.37
CR;ZR-2034;94113.99;22623.952;3148.194;94114.045;22623.982;3152.193;94113.935;22623.921;3144.194;GMCOMP02-897;162;170;8;0.47;0.03;0.403;0.033;0.921;0.07;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.5;0.1081;0.33;0.031;0.876;0.062;;1.48;0.131;0.049;0.002;0.006;;1.28;;;81.4;82.6;81.7;7.59;13.95;3.31;3.4;11.7;0.0117;130.9;0.1309;196;0.196;276.8;0.2768;45983;45.98;20.127;725;0.94945;2.43055;0.093;0.0598;0.01;0.0119;0.75;0.13;;1.41;0.074;0.06;0.001;0.007;;1.01
CR;ZR-2026;94057.312;22611.654;3145.1;94057.82;22611.149;3148.013;94056.804;22612.158;3142.186;GMCOMP02-898;176;182;6;0.403;0.035;0.292;;0.811;;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.44;0.075;0.27;0.0759;0.784;0.173;;1.46;0.181;0.06;0.003;0.005;;1.23;;;61.4;67.5;63.6;3.28;7.85;2.66;3.2;12.7;0.0127;121.9;0.1219;271;0.271;253.9;0.2539;43813;43.81;18.954;724;0.889132;2.309868;0.17;0.0676;0.04;0.0453;0.63;0.27;;1.5;0.072;0.029;0.0005;0.004;;1.17
CR;ZD-2318;94070.127;22379.398;3123.742;94070.783;22378.924;3128.676;94069.472;22379.875;3118.808;GMCOMP02-902;58;68;10;0.562;0.068;0.478;0.016;0.972;0.028;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.46;0.039;0.319;0.047;0.778;0.102;;2.05;0.136;0.05;0.004;0.022;;1.56;;;78.7;77.9;77.7;6.74;12.32;2.7978;3.16;;0.0203;;0.1844;;0.465;;0.2947;;49.86;23.852;718;1.01;2.149;0.103;0.037;0.033;0.028;0.68;0.27;;2.07;0.077;0.048;0.001;0.005;;1.72
CR;ZD-2317;93440.532;21821.235;3073.471;93441.717;21820.068;3078.186;93439.354;21822.404;3068.755;GMCOMP02-903;34;44;10;0.46;0.018;0.241;0.201;0.563;0.437;AND;CLO;MSP;MSP;1;4;8;2024;0.348;0.014;0.15;0.151;0.471;0.434;;1.1;0.165;0.102;0.004;0.073;;3.37;;;44.1;43.6;43;19.41;21.78;2.161;3.72;;0.0426;;0.6287;;0.561;;1.1664;;48.56;23.646;710;1.22;2.501;0.2;0.051;0.047;0.102;0.49;0.51;;1.11;0.102;0.081;0.003;0.038;;3.05
CR;ZD-2327;93251.05;20629.485;3062.603;93251.597;20628.832;3067.53;93250.504;20630.138;3057.676;GMCOMP02-904;74;84;10;0.866;0.57;0.028;0.268;0.691;0.309;AND;CLO;SSE;SSE;1;1;12;2026;0.71;0.096;0.512;0.01;0.856;0.014;;1.13;0.127;0.117;0.006;0.052;;3.04;;;91;87.5;87;11.3;21.25;3.718;3.33;;0.0484;;0.4361;;0.55;;0.9047;;48.7;22.782;710;1.07;2.263;0.094;0.048;0.012;0.023;0.64;0.24;;1.22;0.148;0.128;0.006;0.046;;3.21
CR;ZD-2327;93247.556;20633.654;3031.069;93248.102;20633.004;3035.996;93247.01;20634.304;3026.141;GMCOMP02-905;106;116;10;0.674;0.11;0.432;0.132;0.804;0.196;AND;CLO;SSE;SSE;1;1;12;2026;0.258;0.042;0.213;0.004;0.988;0.016;;0.86;0.17;0.121;0.006;0.045;;3.34;;;94.9;90.6;90.2;13.54;17.3;2.3541;3.74;;0.0421;;0.404;;0.528;;0.8257;;47.98;22.453;715;1.04;2.703;0.026;0.015;0.005;0.004;0.77;0.15;;0.93;0.137;0.109;0.004;0.035;;2.99
CR;ZD-2330;93438.322;20601.124;3074.972;93439.412;20599.715;3079.644;93437.24;20602.524;3070.296;GMCOMP02-906;0;10;10;0.818;0.227;0.546;0.046;0.945;0.056;AND;CLO;SSE;SSE;1;1;12;2026;0.73;0.102;0.568;0.01;0.918;0.014;;0.86;0.219;0.216;0.005;0.073;;3.84;;;91.4;86.9;86.3;17.08;27.35;3.8603;3.45;;0.0207;;0.4332;;0.669;;1.0239;;48.89;21.012;699;1.44;2.012;0.102;0.068;0.01;0.018;0.76;0.18;;0.99;0.195;0.18;0.003;0.07;;3.65
CR;ZD-2330;93429.319;20612.806;3035.647;93430.381;20611.419;3040.332;93428.259;20614.193;3030.961;GMCOMP02-907;42;52;10;0.58;0.141;0.403;0.036;0.938;0.062;AND;CLO;SSE;SSE;1;1;12;2027;0.484;0.059;0.366;0.01;0.878;0.021;;0.87;0.165;0.159;0.007;0.056;;3.3;;;99.6;94;93.7;16.05;23.48;3.3652;3.58;;0.0524;;0.4282;;0.569;;1.1632;;50.49;20.127;703;1.45;2.127;0.031;0.025;0.008;0.004;1.06;0.13;;0.93;0.151;0.124;0.005;0.042;;2.9
CR;ZD-2330;93423.382;20620.539;3009.399;93424.442;20619.163;3014.088;93422.32;20621.908;3004.709;GMCOMP02-908;70;80;10;0.529;0.106;0.405;0.019;0.966;0.036;AND;QSE;SSE;SSE;3;1;12;2027;0.41;0.024;0.365;0.046;0.949;0.112;;0.87;0.159;0.182;0.008;0.062;;3.97;;;92;90.4;90.3;14.47;20.28;2.7775;3.28;;0.0493;;0.3689;;0.563;;1.0279;;50.09;21.856;708;1.17;2.11;0.041;0.026;0.014;0.006;0.98;0.15;;0.92;0.153;0.14;0.005;0.043;;3.31
CR;ZD-2359;94116.314;22485.891;3134.523;94116.359;22485.904;3139.523;94116.283;22485.871;3129.524;GMCOMP02-911;46;56;10;0.632;0.047;0.519;0.066;0.896;0.104;LPF;QSE;SSE;SSE;3;1;-99;-99;0.401;0.024;0.318;0.049;0.853;0.122;;2.95;0.24;0.066;0.002;0.019;;2.38;;;66.2;68;68.9;9.57;13.66;2.4388;3.18;;0.0125;;0.179;;0.597;;0.3003;;48.5;23.153;714;1.02;2.16;0.126;0.018;0.071;0.033;0.71;0.26;;3.05;0.103;0.078;0.001;0.008;;2.27
CR;ZD-2336;93304.803;20672.798;3082.807;93305.619;20671.928;3087.663;93303.99;20673.667;3077.951;GMCOMP02-912;8;18;10;1.106;0.6;0.024;0.482;0.564;0.436;AND;QSE;CUO;CUO;4;3;12;2026;1.05;0.525;0.048;0.372;0.546;0.354;;0.06;0.173;0.222;0.002;0.09;;4.25;;;48.8;47.6;46.3;13.74;21.63;3.3497;3.52;;0.0215;;0.5076;;0.67;;0.2077;;50.99;20.642;702;1.04;2.478;0.58;0.102;0.051;0.367;0.26;0.63;;0.2;0.165;0.139;0.002;0.05;;3.87
CR;ZD-2336;93300.251;20677.651;3055.609;93301.067;20676.786;3060.465;93299.435;20678.517;3050.753;GMCOMP02-913;36;46;10;0.746;0.108;0.57;0.068;0.909;0.091;AND;QSE;SSE;SSE;3;1;12;2026;0.587;0.087;0.428;0.016;0.877;0.027;;0.87;0.218;0.217;0.004;0.088;;4.08;;;89.6;87.8;87.6;17.68;25.78;3.326;3.52;;0.0203;;0.483;;0.679;;0.2188;;49.18;21.424;700;1.27;2.251;0.074;0.052;0.01;0.01;0.84;0.14;;0.96;0.208;0.173;0.003;0.075;;3.72
CR;ZD-2336;93295.014;20683.214;3024.535;93295.831;20682.339;3029.389;93294.199;20684.09;3019.68;GMCOMP02-914;68;78;10;0.702;0.096;0.51;0.096;0.863;0.137;AND;QSE;SSE;SSE;3;1;12;2027;0.958;0.123;0.711;0.01;0.871;0.01;;1.28;0.171;0.161;0.008;0.075;;3.52;;;90.3;85.8;85;11.43;24.74;4.6117;3.38;;0.0539;;0.4438;;0.513;;1.0695;;49.9;22.515;704;0.92;2.456;0.146;0.121;0.012;0.01;0.91;0.07;;1.42;0.154;0.131;0.007;0.049;;3.43
CR;ZD-2324;93372.674;21809.935;3063.264;93374.987;21808.898;3067.573;93370.37;21811;3058.956;GMCOMP02-915;50;60;10;0.305;0.017;0.158;0.13;0.574;0.426;AND;BIO;SSE;SSE;1;1;8;2024;0.372;0.016;0.242;0.096;0.694;0.258;;0.65;0.12;0.095;0.003;0.058;;3.77;;;50.6;52.6;54.5;21.31;24.21;2.2855;3.9;;0.0243;;0.6567;;0.665;;1.0909;;51.19;21.341;708;1.22;2.684;0.171;0.059;0.046;0.073;0.61;0.43;;0.64;0.127;0.108;0.002;0.046;;3.69
CR;ZD-2322;93444.885;21847.191;3066.065;93445.326;21845.55;3070.768;93444.442;21848.827;3061.361;GMCOMP02-930;42;52;10;0.354;0.012;0.13;0.212;0.401;0.599;AND;QSE;MSP;SSE;3;4;8;2024;0.449;0.014;0.216;0.192;0.512;0.428;;1.36;0.082;0.057;0.002;0.039;;2.5;;;43.1;43.6;44.3;16.91;19.89;2.2797;4.2;;0.0622;;0.6098;;0.553;;1.1129;;51.22;23.893;719;1.06;3.112;0.252;0.076;0.05;0.118;0.5;0.47;;1.23;0.068;0.066;0.003;0.025;;2.3
CR;ZR-2388;93517.71;22332.743;3088.612;93519.203;22334.18;3092.033;93516.218;22331.306;3085.19;GMCOMP02-940;90;98;8;0.3485;0.0545;0.1805;0.1135;0.674;0.326;AND;QSE;MSP;SSE;3;4;8;2024;0.35;0.044;0.183;0.097;0.649;0.277;;1.5;0.115;0.08;0.003;0.033;;2.92;;;67.3;65.2;64;15.93;19.56;2.495;3.8;;0.0471;;0.4754;;0.57;;0.5416;;51.99;21.712;719;1.07;2.713;0.128;0.039;0.031;0.057;0.55;0.45;;1.53;0.07;0.072;0.002;0.021;;3.48
CR;ZR-2373;93615.567;22356.154;3100.31;93615.053;22356.728;3104.236;93616.078;22355.579;3096.385;GMCOMP02-942;68;76;8;0.7925;0.14;0.615;0.0375;0.953;0.047;PRG;QSE;SSE;SSE;2;2;8;2024;0.811;0.104;0.667;0.027;0.951;0.033;;2.47;0.092;0.04;0.001;0.013;;2.42;;;83.2;80.4;79.7;6.72;17.11;3.7218;3.7;;0.0238;;0.2363;;0.277;;0.2927;;52.94;22.885;720;0.99;2.698;0.166;0.066;0.059;0.017;0.75;0.1;;2.42;0.051;0.045;0.001;0.005;;2.27
CR;ZR-2390;93658.834;22348.96;3098.316;93657.649;22350.972;3101.563;93660.04;22346.927;3095.088;GMCOMP02-946;82;90;8;0.60975;0.07025;0.5075;0.032;0.948;0.052;PRG;QSE;SSE;SSE;2;2;8;2024;0.6;0.054;0.514;0.029;0.947;0.048;;1.87;0.094;0.026;0.001;0.01;;2.22;;;73.6;70.8;69.7;8.1;14.89;3.042;3.8;;0.016;;0.1691;;0.216;;299.7;;52.18;22.988;723;1.09;2.74;0.183;0.088;0.072;0.021;0.87;0.11;;1.81;0.044;0.034;0.001;0.004;;2.65
CR;ZR-2390;93668.609;22332.433;3072.719;93667.388;22334.545;3075.888;93669.829;22330.32;3069.549;GMCOMP02-947;114;122;8;0.8865;0.086;0.6815;0.119;0.866;0.134;ZPY;QSE;SSE;SSE;2;2;8;2024;0.858;0.056;0.624;0.113;0.793;0.132;;1;0.101;0.026;0.002;0.013;;1.03;;;78.6;75.1;74;9.4;19.79;3.9064;3.8;;0.0538;;0.2676;;0.271;;282.4;;52.4;22.741;723;1.04;2.788;0.225;0.094;0.053;0.078;0.65;0.35;;1;0.055;0.035;0.001;0.005;;1.01
CR;ZR-2429;93868.358;22279.213;3069.266;93870.242;22281.109;3072.242;93866.474;22277.317;3066.29;GMCOMP02-1121;106;114;8;0.517;0.022;0.122;0.373;0.279;0.721;ZPY;QSE;MSP;PRI;2;4;8;2024;0.581;0.014;0.123;0.394;0.236;0.678;;;;;;;;;;;40.4;35.5;37.3;10.68;13.85;;;;;;;;;;;;;;;;;0.35;0.085;0.031;0.19;0.33;0.54;;;;;;;;
CR;ZR-2429;93845.041;22255.944;3034.36;93847.001;22257.954;3037.21;93843.082;22253.924;3031.517;GMCOMP02-1122;154;162;8;0.5905;0.053;0.45675;0.08075;0.863;0.137;ZPY;QSE;SSE;SSE;2;2;8;2024;0.604;0.064;0.481;0.066;0.902;0.109;;;;;;;;;;;73.5;72.8;73.3;5.73;12.51;;;;;;;;;;;;;;;;;0.161;0.108;0.024;0.027;0.82;0.17;;;;;;;;
